ticker,stage,reason
ADMA,filters,"$ADV20 $27,318,423 < $75,000,000"
RSVR,filters,"$ADV20 $27,318,423 < $75,000,000"
CTLP,filters,"$ADV20 $27,318,423 < $75,000,000"
HPE,filters,"$ADV20 $27,318,423 < $75,000,000"
SXT,filters,"$ADV20 $27,318,423 < $75,000,000"
ADNT,filters,"$ADV20 $27,318,423 < $75,000,000"
AAT,filters,"$ADV20 $27,318,423 < $75,000,000"
COUR,filters,"$ADV20 $27,318,423 < $75,000,000"
HAE,filters,"$ADV20 $10,075,658 < $75,000,000"
PMTS,filters,"$ADV20 $37,706,819 < $75,000,000"
LFST,filters,"$ADV20 $37,706,819 < $75,000,000"
XERS,filters,"$ADV20 $37,706,819 < $75,000,000"
ATEX,filters,"$ADV20 $37,706,819 < $75,000,000"
KWR,filters,"$ADV20 $518,473 < $75,000,000"
BDX,filters,"$ADV20 $13,908,345 < $75,000,000"
COF,filters,"$ADV20 $9,375,372 < $75,000,000"
VCYT,filters,"$ADV20 $9,375,372 < $75,000,000"
SWKS,filters,"$ADV20 $9,375,372 < $75,000,000"
WSFS,filters,"$ADV20 $33,395,550 < $75,000,000"
TREE,filters,"$ADV20 $33,395,550 < $75,000,000"
QLYS,filters,"$ADV20 $33,395,550 < $75,000,000"
AMCR,filters,"$ADV20 $23,964,780 < $75,000,000"
UPBD,filters,"$ADV20 $20,414,394 < $75,000,000"
SLB,scoring,score_below_min
ARHS,scoring,score_below_min
SNCY,scoring,score_below_min
PROP,filters,"$ADV20 $35,436,609 < $75,000,000"
PBF,filters,"$ADV20 $35,436,609 < $75,000,000"
TSCO,signal,chop_threshold_not_met
REFI,signal,chop_threshold_not_met
PRAX,signal,chop_threshold_not_met
KOS,filters,"Price $1.80 < $5.00; $ADV20 $2,204,376 < $75,000,000"
FSFG,filters,"Price $1.80 < $5.00; $ADV20 $2,204,376 < $75,000,000"
IMMR,filters,"$ADV20 $1,598,209 < $75,000,000"
PHAT,filters,"$ADV20 $494,424 < $75,000,000"
CCL,scoring,score_below_min
APAM,scoring,score_below_min
BFC,scoring,score_below_min
EB,filters,"$ADV20 $494,424 < $75,000,000"
FCPT,filters,"$ADV20 $494,424 < $75,000,000"
LCII,filters,"Price $1.70 < $5.00; $ADV20 $24,307,447 < $75,000,000"
TMP,filters,"$ADV20 $2,368,494 < $75,000,000"
PXED,filters,"$ADV20 $12,010,320 < $75,000,000"
HTB,filters,"$ADV20 $27,535,909 < $75,000,000"
CNNE,filters,"$ADV20 $27,535,909 < $75,000,000"
PSTL,filters,"Price $4.42 < $5.00; $ADV20 $6,637,547 < $75,000,000"
AMPH,filters,"$ADV20 $12,169,804 < $75,000,000"
CLFD,filters,"$ADV20 $12,169,804 < $75,000,000"
AAP,filters,"$ADV20 $21,916,246 < $75,000,000"
WKC,filters,"$ADV20 $21,916,246 < $75,000,000"
CBU,filters,"$ADV20 $2,377,623 < $75,000,000"
AVB,filters,"$ADV20 $6,742,554 < $75,000,000"
EVTC,filters,"$ADV20 $6,742,554 < $75,000,000"
TTI,filters,"$ADV20 $6,742,554 < $75,000,000"
BALY,filters,"$ADV20 $13,209,699 < $75,000,000"
DAVE,filters,"$ADV20 $13,209,699 < $75,000,000"
PONY,filters,"$ADV20 $4,125,906 < $75,000,000"
SMA,filters,"$ADV20 $8,357,653 < $75,000,000"
